gene_id;gene;old_locus_tag;product
PP_RS16950;;PP_5594;hypothetical protein
PP_RS16955;;PP_3251;iron-containing redox enzyme family protein
PP_RS16960;;PP_3252;class I SAM-dependent methyltransferase
PP_RS16965;;PP_3253;carboxylate-amine ligase
PP_RS16970;;PP_3254;nucleosidase
PP_RS16975;;PP_3255;Ku protein
PP_RS16980;;PP_3256;glycosyltransferase
PP_RS16985;;PP_3257;methyltransferase domain-containing protein
PP_RS16990;;PP_3258;PIG-L family deacetylase
PP_RS16995;;PP_3259;acyl-CoA/acyl-ACP dehydrogenase
PP_RS17000;ligD;PP_3260;DNA ligase D
PP_RS17005;;PP_3261;hypothetical protein
PP_RS17010;;PP_3262;metallothionein
PP_RS17015;;PP_5595;hypothetical protein
PP_RS17020;;PP_3263;lysylphosphatidylglycerol synthase domain-containing protein
PP_RS17025;clsB;PP_3264;cardiolipin synthase ClsB
PP_RS17030;;PP_3265;endonuclease/exonuclease/phosphatase family protein
PP_RS17035;;PP_3266;DUF72 domain-containing protein
PP_RS17040;;PP_3267;ATP-dependent Clp protease proteolytic subunit
PP_RS17045;;PP_3268;NUDIX domain-containing protein
PP_RS17050;;PP_3269;general stress protein
PP_RS17055;;PP_5596;hypothetical protein
PP_RS17060;;PP_5597;hypothetical protein
PP_RS17065;paaZ;PP_3270;phenylacetic acid degradation bifunctional protein PaaZ
PP_RS17070;;PP_3271;OprD family porin
PP_RS17075;;PP_3272;cation acetate symporter
PP_RS17080;;PP_3273;DUF485 domain-containing protein
PP_RS17085;paaK;PP_3274;phenylacetate-CoA oxygenase/reductase subunit PaaK
PP_RS17090;paaJ;PP_3275;phenylacetate-CoA oxygenase subunit PaaJ
PP_RS17095;paaC;PP_3276;phenylacetate-CoA oxygenase subunit PaaC
PP_RS17100;paaB;PP_3277;1,2-phenylacetyl-CoA epoxidase subunit B
PP_RS17105;paaA;PP_3278;1,2-phenylacetyl-CoA epoxidase subunit A
PP_RS17110;paaF;PP_3279;phenylacetate--CoA ligase
PP_RS17115;pcaF;PP_3280;3-oxoadipyl-CoA thiolase
PP_RS17120;paaI;PP_3281;hydroxyphenylacetyl-CoA thioesterase PaaI
PP_RS17125;paaC;PP_3282;3-hydroxyacyl-CoA dehydrogenase PaaC
PP_RS17130;paaG;PP_3283;2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase PaaG
PP_RS17135;;PP_3284;2,3-dehydroadipyl-CoA hydratase
PP_RS17140;paaY;PP_3285;phenylacetic acid degradation protein PaaY
PP_RS17145;paaX;PP_3286;phenylacetic acid degradation operon negative regulatory protein PaaX
PP_RS17150;fnrC;PP_3287;Crp/Fnr family transcriptional regulator FnrC
PP_RS17155;;PP_3288;universal stress protein
PP_RS17160;;PP_3289;GNAT family N-acetyltransferase
PP_RS17165;;PP_3290;universal stress protein
PP_RS17170;;PP_3291;MBL fold metallo-hydrolase
PP_RS17175;;PP_3292;hypothetical protein
PP_RS17180;;PP_3293;potassium channel family protein
PP_RS17185;;PP_3294;universal stress protein
PP_RS17190;;PP_3295;YeeE/YedE family protein
PP_RS17195;;PP_3296;membrane protein
PP_RS17200;;PP_3297;hypothetical protein
PP_RS17205;;PP_3298;CinA family protein
PP_RS17210;;PP_3299;TolC family protein
PP_RS17215;;PP_3300;TetR/AcrR family transcriptional regulator
PP_RS17220;;PP_3301;efflux RND transporter periplasmic adaptor subunit
PP_RS17225;;PP_3302;efflux RND transporter permease subunit
PP_RS17230;fabF;PP_3303;beta-ketoacyl-ACP synthase II
PP_RS17235;;PP_3304;multidrug effflux MFS transporter
PP_RS17240;;PP_3305;TerC family protein
PP_RS17245;;PP_3307;hypothetical protein
PP_RS17250;;PP_3308;(2Fe-2S)-binding protein
PP_RS17255;;PP_3309;xanthine dehydrogenase family protein subunit M
PP_RS17260;;PP_3310;xanthine dehydrogenase family protein molybdopterin-binding subunit
PP_RS17265;;PP_3311;monovalent cation:proton antiporter-2 (CPA2) family protein
PP_RS17270;;PP_3312;Hsp20/alpha crystallin family protein
PP_RS17275;;PP_3313;Hsp20/alpha crystallin family protein
PP_RS17280;;PP_3314;Hsp20/alpha crystallin family protein
PP_RS17285;;PP_3315;phosphate-starvation-inducible PsiE family protein
PP_RS17290;clpK;PP_3316;heat shock survival AAA family ATPase ClpK
PP_RS17295;;PP_3319;EAL domain-containing protein
PP_RS17300;;PP_3320;hypothetical protein
PP_RS17305;;PP_3321;DUF4440 domain-containing protein
PP_RS17310;hemB;PP_3322;porphobilinogen synthase
PP_RS17315;;PP_3323;GTP-binding protein
PP_RS17320;folE2;PP_3324;GTP cyclohydrolase FolE2
PP_RS17325;;PP_3325;TonB-dependent siderophore receptor
PP_RS17330;;PP_3326;DUF4198 domain-containing protein
PP_RS17335;;PP_RS17335;cation:dicarboxylase symporter family transporter
PP_RS17340;;PP_3328;VOC family protein
PP_RS17345;;PP_5599;LysR family transcriptional regulator
PP_RS17350;;PP_3329;DUF2254 domain-containing protein
PP_RS17355;;PP_5600;DUF2946 family protein
PP_RS17360;;PP_3330;TonB-dependent receptor
PP_RS17365;;PP_3331;PepSY domain-containing protein
PP_RS17370;;PP_3332;c-type cytochrome
PP_RS17375;;PP_3333;DUF2946 family protein
PP_RS17380;;PP_RS17380;Plug domain-containing protein
PP_RS17385;;PP_3334;LysR family transcriptional regulator
PP_RS17390;;PP_3335;putative natural product biosynthesis protein
PP_RS17395;;PP_3336;DUF2946 family protein
PP_RS17400;;PP_3337;DUF2946 family protein
PP_RS17405;;PP_3338;cytochrome d ubiquinol oxidase subunit II
PP_RS17410;;PP_3339;DUF2946 family protein
PP_RS17415;;PP_3340;TonB-dependent receptor
PP_RS17420;nikR;PP_3341;nickel-responsive transcriptional regulator NikR
PP_RS17425;nikA;PP_3342;nickel ABC transporter substrate-binding protein
PP_RS17430;nikB;PP_3343;nickel ABC transporter permease subunit NikB
PP_RS17435;nikC;PP_3344;nickel ABC transporter permease subunit NikC
PP_RS17440;nikD;PP_3345;nickel import ATP-binding protein NikD
PP_RS17445;nikE;PP_3346;nickel import ATP-binding protein NikE
PP_RS17450;;PP_3348;GGDEF domain-containing protein
PP_RS17455;mhpT;PP_3349;3-(3-hydroxy-phenyl)propionate transporter MhpT
PP_RS17460;;PP_3350;alginate export family protein
PP_RS17465;;PP_3352;arylsulfatase
PP_RS17470;;PP_3353;formylglycine-generating enzyme family protein
PP_RS17475;;PP_3354;acyl-CoA dehydrogenase family protein
PP_RS17480;;PP_3355;thiolase family protein
PP_RS17485;;PP_3356;feruloyl-CoA synthase
PP_RS17490;;PP_3357;aldehyde dehydrogenase
PP_RS17495;;PP_3358;p-hydroxycinnamoyl CoA hydratase/lyase
PP_RS17500;;PP_3359;MarR family transcriptional regulator
PP_RS17505;;PP_3360;mechanosensitive ion channel family protein
PP_RS17510;;PP_3361;aminotransferase class III-fold pyridoxal phosphate-dependent enzyme
PP_RS17515;;PP_3362;Lrp/AsnC family transcriptional regulator
PP_RS17520;;PP_3363;thymidylate kinase
PP_RS17525;;PP_3364;GAF domain-containing protein
PP_RS17530;;PP_3365;acetolactate synthase large subunit
PP_RS17535;;PP_3366;LysR family transcriptional regulator
PP_RS17540;;PP_3367;alpha/beta fold hydrolase
PP_RS17545;;PP_3368;MFS transporter
PP_RS17550;;PP_3369;LysR family transcriptional regulator
PP_RS17555;;PP_3370;aldo/keto reductase
PP_RS17560;;PP_3371;ATP-binding protein
PP_RS17565;;PP_3372;response regulator transcription factor
PP_RS17570;bamA;PP_3373;outer membrane protein assembly factor BamA
PP_RS17575;;PP_3374;hypothetical protein
PP_RS17580;;PP_3375;endonuclease
PP_RS17585;;PP_3376;D-glycerate dehydrogenase
PP_RS17590;;PP_3377;MFS transporter
PP_RS17595;;PP_3378;sugar kinase
PP_RS17600;;PP_3379;xylose isomerase
PP_RS17605;ptxS;PP_3380;transcriptional regulator PtxS
PP_RS17610;;PP_3381;IS110 family transposase
PP_RS17615;;PP_3382;cytochrome c
PP_RS17620;;PP_3383;GMC family oxidoreductase
PP_RS17625;;PP_3384;gluconate 2-dehydrogenase subunit 3 family protein
PP_RS17630;icmH;PP_3385;type IVB secretion system protein IcmH/DotU
PP_RS17635;vgrG;PP_3386;type VI secretion system tip protein VgrG
PP_RS17640;;PP_3387;DUF4123 domain-containing protein
PP_RS17645;;PP_3388;hypothetical protein
PP_RS17650;;PP_3389;hypothetical protein
PP_RS17655;;PP_3390;OprD family porin
PP_RS17660;;PP_3391;MFS transporter
PP_RS17665;;PP_3392;gamma carbonic anhydrase family protein
PP_RS17670;;PP_3393;CoA transferase
PP_RS17675;;PP_3394;hydroxymethylglutaryl-CoA lyase
PP_RS17680;;PP_3395;LysR family transcriptional regulator
PP_RS17685;;PP_3396;hypothetical protein
PP_RS17690;;PP_3397;Ig-like domain-containing protein
PP_RS17695;;PP_3398;curlin
PP_RS17700;;PP_3399;curlin
PP_RS17705;alkB;PP_3400;DNA oxidative demethylase AlkB
PP_RS17710;;PP_3401;hypothetical protein
PP_RS17715;;PP_3402;DUF1652 domain-containing protein
PP_RS17720;;PP_3403;pirin family protein
PP_RS17725;;PP_3404;alpha/beta hydrolase
PP_RS17730;;PP_3405;LysE family translocator
PP_RS17735;;PP_3406;GNAT family N-acetyltransferase
PP_RS17740;;PP_RS17740;CbtB-domain containing protein
PP_RS17745;;PP_3408;CbtA family protein
PP_RS17750;;PP_3409;cobalamin biosynthesis protein
PP_RS17755;cobM;PP_3410;precorrin-4 C(11)-methyltransferase
PP_RS17760;;PP_3411;DUF1272 domain-containing protein
PP_RS17765;;PP_3412;response regulator transcription factor
PP_RS17770;;PP_3413;transporter substrate-binding domain-containing protein
PP_RS17775;;PP_3414;PAS domain-containing methyl-accepting chemotaxis protein
PP_RS17780;;PP_3415;LacI family DNA-binding transcriptional regulator
PP_RS17785;;PP_3416;gluconokinase
PP_RS17790;;PP_3417;GntP family permease
PP_RS17795;;PP_3418;hypothetical protein
PP_RS17800;;PP_3419;sigma-54 dependent transcriptional regulator
PP_RS17805;;PP_3420;HAMP domain-containing histidine kinase
PP_RS17810;;PP_3421;HAMP domain-containing histidine kinase
PP_RS17815;;PP_3422;lytic transglycosylase domain-containing protein
PP_RS17820;gspG;PP_3423;type II secretion system major pseudopilin GspG
PP_RS17825;;PP_3424;type II secretion system F family protein
PP_RS17830;;PP_3425;efflux RND transporter periplasmic adaptor subunit
PP_RS17835;;PP_3426;efflux RND transporter permease subunit
PP_RS17840;;PP_3427;TolC family protein
PP_RS17845;;PP_3428;tetratricopeptide repeat protein
PP_RS17850;;PP_3429;response regulator
PP_RS17855;;PP_3430;ATP-binding protein
PP_RS17860;;PP_3431;type 1 glutamine amidotransferase domain-containing protein
PP_RS17865;;PP_3432;CSS-motif domain-containing protein
PP_RS17870;hppD;PP_3433;4-hydroxyphenylpyruvate dioxygenase
PP_RS17875;;PP_3435;cyclic diguanylate phosphodiesterase
PP_RS17880;rarD;PP_3436;EamA family transporter RarD
PP_RS17885;;PP_3437;TerC family protein
PP_RS17890;;PP_3438;LysE family translocator
PP_RS17895;;PP_3439;AraC family transcriptional regulator
PP_RS17900;;PP_3440;glycosyltransferase family 61 protein
PP_RS17905;;PP_3441;hypothetical protein
PP_RS17910;;PP_3442;hypothetical protein
PP_RS17915;;PP_3443;NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
PP_RS17920;;PP_3444;VOC family protein
PP_RS17925;;PP_3445;hypothetical protein
PP_RS17930;ilvA;PP_3446;threonine ammonia-lyase, biosynthetic
PP_RS17935;;PP_3447;PACE efflux transporter
PP_RS17940;nrfB;PP_3448;cyclic di-3',5'-guanylate-activated glycosyltransferase NrfB
PP_RS17945;;PP_3450;phage receptor
PP_RS17950;;PP_3451;DUF4434 family protein
PP_RS17955;;PP_3452;GGDEF domain-containing protein
PP_RS17960;;PP_3453;ATP-binding protein
PP_RS17965;;PP_3454;response regulator transcription factor
PP_RS17970;;PP_3455;efflux RND transporter periplasmic adaptor subunit
PP_RS17975;;PP_3456;multidrug efflux RND transporter permease subunit
PP_RS17980;mobA;PP_3457;molybdenum cofactor guanylyltransferase MobA
PP_RS17985;;PP_3458;fatty acid CoA ligase family protein
PP_RS17990;peaD;PP_3459;quinohemoprotein amine dehydrogenase subunit beta
PP_RS17995;qhpC;PP_3460;quinohemoprotein amine dehydrogenase subunit gamma
PP_RS18000;peaB;PP_3461;quinohemoprotein amine dehydrogenase maturation protein
PP_RS18005;peaA;PP_5602;quinohemoprotein amine dehydrogenase subunit alpha
PP_RS18010;;PP_3463;aldehyde dehydrogenase family protein
PP_RS18015;;PP_3464;hypothetical protein
PP_RS18020;;PP_5603;tryptophan 7-halogenase
PP_RS18025;;PP_5604;peptidase S8 and S53 subtilisin kexin sedolisin
PP_RS18030;;PP_3466;ABC transporter ATP-binding protein/permease
PP_RS18035;;PP_3467;sigma-54-dependent Fis family transcriptional regulator
PP_RS18040;;PP_3468;hypothetical protein
PP_RS18050;;PP_3470;IS5/IS1182 family transposase
PP_RS18055;;PP_3471;RHS repeat-associated core domain-containing protein
PP_RS18060;;PP_3472;curli production assembly protein CsgG
PP_RS18065;;PP_3473;curli assembly protein CsgF
PP_RS18070;csgE;PP_3474;curli production assembly/transport protein CsgE
PP_RS18075;;PP_3475;type II secretion system protein
PP_RS18080;;PP_3476;type II secretion system GspH family protein
PP_RS18085;;PP_3477;type II secretion system GspH family protein
PP_RS18090;;PP_3478;secretin and TonB N-terminal domain-containing protein
PP_RS18095;;PP_5605;hypothetical protein
PP_RS18100;pilO;PP_3480;type 4a pilus biogenesis protein PilO
PP_RS18105;;PP_3481;pilus protein
PP_RS18110;;PP_3482;hypothetical protein
PP_RS18115;;PP_3483;GspE/PulE family protein
PP_RS18120;;PP_3484;response regulator
PP_RS18125;;PP_3485;SurA N-terminal domain-containing protein
PP_RS18130;;PP_3486;ABC transporter substrate-binding protein
PP_RS18135;;PP_3487;SCO family protein
PP_RS18140;;PP_3488;SCO family protein
PP_RS18145;;PP_5606;beta-propeller fold lactonase family protein
PP_RS18150;mnxG;PP_3490;manganese-oxidizing multicopper oxidase MnxG
PP_RS18155;;PP_3491;enoyl-CoA hydratase/isomerase family protein
PP_RS18160;;PP_3492;acyl-CoA dehydrogenase family protein
PP_RS18165;;PP_3493;LysR family transcriptional regulator
PP_RS18170;;PP_3494;DUF2790 domain-containing protein
PP_RS18175;;PP_3495;tRNA (adenine(22)-N(1))-methyltransferase TrmK
PP_RS18180;;PP_3496;RidA family protein
PP_RS18185;;PP_3497;U32 family peptidase
PP_RS18190;;PP_3498;IS110-like element ISPpu11 family transposase
PP_RS18195;;PP_3499;transposase
PP_RS18205;;PP_3501;IS66 family transposase
PP_RS18210;;PP_3502;IS110-like element ISPpu10 family transposase
PP_RS18215;;PP_3503;sigma-54 dependent transcriptional regulator
PP_RS18220;;PP_3504;hypothetical protein
PP_RS18225;;PP_3505;VWA domain-containing protein
PP_RS18230;;PP_3506;AAA family ATPase
PP_RS18235;cobN;PP_3507;cobaltochelatase subunit CobN
PP_RS18240;cobW;PP_3508;cobalamin biosynthesis protein CobW
PP_RS18245;;PP_3509;VOC family protein
PP_RS18250;;PP_3510;hypothetical protein
PP_RS18255;;PP_3511;branched-chain amino acid aminotransferase
PP_RS18260;;PP_3512;multidrug/biocide efflux PACE transporter
PP_RS18265;;PP_3513;LysR family transcriptional regulator
PP_RS18270;;PP_3514;hydantoinase B/oxoprolinase family protein
PP_RS18275;;PP_3515;hydantoinase/oxoprolinase family protein
PP_RS18280;;PP_3516;helix-turn-helix domain-containing protein
PP_RS18285;;PP_3517;DUF2950 domain-containing protein
PP_RS18290;;PP_3518;DUF3300 domain-containing protein
PP_RS18295;;PP_3519;lipoprotein
PP_RS18300;;PP_3520;TorF family putative porin
PP_RS18305;;PP_3521;DMT family transporter
PP_RS18310;;PP_3522;RidA family protein
PP_RS18315;;PP_3523;hypothetical protein
PP_RS18320;;PP_RS18320;PLDc N-terminal domain-containing protein
PP_RS18325;;PP_3525;hypothetical protein
PP_RS18330;;PP_3526;GlxA family transcriptional regulator
PP_RS18335;;PP_3527;TetR family transcriptional regulator
PP_RS18340;;PP_3528;aliphatic sulfonate ABC transporter substrate-binding protein
PP_RS18345;;PP_3529;LLM class flavin-dependent oxidoreductase
PP_RS18350;;PP_3530;bifunctional allantoicase/(S)-ureidoglycine aminohydrolase
PP_RS18355;;PP_3531;START domain-containing protein
PP_RS18360;;PP_3532;Lrp/AsnC family transcriptional regulator
PP_RS18365;;PP_3533;ornithine cyclodeaminase
PP_RS18370;;PP_3534;LysR substrate-binding domain-containing protein
PP_RS18375;ggt;PP_3535;gamma-glutamyltransferase
PP_RS18380;;PP_3536;hypothetical protein
PP_RS18385;pobA;PP_3537;4-hydroxybenzoate 3-monooxygenase
PP_RS18390;;PP_3538;helix-turn-helix domain-containing protein
PP_RS18395;;PP_3539;MerR family DNA-binding transcriptional regulator
PP_RS18400;;PP_3540;hydroxymethylglutaryl-CoA lyase
PP_RS18405;;PP_3541;MgtC/SapB family protein
PP_RS18410;;PP_3542;DUF3203 family protein
PP_RS18415;ccoG;PP_3543;cytochrome c oxidase accessory protein CcoG
PP_RS18420;mapR;PP_3544;GntR family transcriptional regulator MpaR
PP_RS18425;;PP_3545;PAS domain-containing sensor histidine kinase
PP_RS18430;;PP_3546;PAS domain-containing protein
PP_RS18435;;PP_3547;SDR family oxidoreductase
PP_RS18440;;PP_3548;DHA2 family efflux MFS transporter permease subunit
PP_RS18445;;PP_3549;HlyD family efflux transporter periplasmic adaptor subunit
PP_RS18450;;PP_3550;MarR family transcriptional regulator
PP_RS18455;;PP_3551;response regulator
PP_RS18460;;PP_3552;PAS domain S-box protein
PP_RS18465;;PP_3553;acyl-CoA synthetase
PP_RS18470;;PP_3554;acyl-CoA dehydrogenase C-terminal domain-containing protein
PP_RS18475;;PP_3555;FecR family protein
PP_RS18480;;PP_3556;Na+/H+ antiporter family protein
PP_RS18485;;PP_3557;methyl-accepting chemotaxis protein
PP_RS18490;;PP_3558;ABC transporter substrate-binding protein
PP_RS18495;;PP_3559;ABC transporter permease subunit
PP_RS18500;;PP_3560;LysR family transcriptional regulator
PP_RS18505;;PP_3561;AEC family transporter
PP_RS18510;;PP_3562;cell wall hydrolase
PP_RS18515;;PP_3563;CAP domain-containing protein
PP_RS18520;;PP_3564;helix-turn-helix domain-containing protein
PP_RS18525;;PP_3565;LysE family transporter
PP_RS18530;;PP_3566;MFS transporter
PP_RS18535;;PP_3567;LysR family transcriptional regulator
PP_RS18540;;PP_3568;hypothetical protein
PP_RS18545;;PP_3569;glucose/quinate/shikimate family membrane-bound PQQ-dependent dehydrogenase
PP_RS18550;;PP_3570;carbohydrate porin
PP_RS18555;argE;PP_3571;acetylornithine deacetylase
PP_RS18560;;PP_3572;DUF1028 domain-containing protein
PP_RS18565;;PP_3573;NAD(P)/FAD-dependent oxidoreductase
PP_RS18570;;PP_3574;RidA family protein
PP_RS18575;;PP_3575;TonB-dependent receptor
PP_RS18580;;PP_3576;DUF4880 domain-containing protein
PP_RS18585;;PP_3577;sigma-70 family RNA polymerase sigma factor
PP_RS18590;pgm;PP_3578;phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)
PP_RS18595;;PP_3579;DUF1345 domain-containing protein
PP_RS18600;;PP_3580;DUF1652 domain-containing protein
PP_RS18605;;PP_3581;bifunctional diguanylate cyclase/phosphodiesterase
PP_RS18610;;PP_3582;efflux transporter outer membrane subunit
PP_RS18615;;PP_3583;efflux RND transporter permease subunit
PP_RS18620;;PP_3584;MdtB/MuxB family multidrug efflux RND transporter permease subunit
PP_RS18625;;PP_3585;MdtA/MuxA family multidrug efflux RND transporter periplasmic adaptor subunit
PP_RS18630;;PP_3586;IS110 family transposase
PP_RS18635;tpx;PP_3587;thiol peroxidase
PP_RS18640;;PP_3588;Bcr/CflA family efflux MFS transporter
PP_RS18645;;PP_3589;serine/threonine transporter
PP_RS18650;;PP_3590;aspartate/tyrosine/aromatic aminotransferase
PP_RS18655;;PP_3591;Ldh family oxidoreductase
PP_RS18660;;PP_3592;MurR/RpiR family transcriptional regulator
PP_RS18665;;PP_3593;transporter substrate-binding domain-containing protein
